Ticket id,Interaction id,Interaction date,Mailbox,Ticket Summary,Interaction content,Innso TYPOLOGY_TICKET ,Type 1,Type 2,Type 3,Type 4,Unnamed: 11
22701,64522,44805.81944,support.eu@aspiegel.com,RE : Aspiegel Support issue submit,"Dear *****(PERSON), I would like to follow up on the case you raised on 08/29/*****(PHONE). This email is regarding your concern about you physical price not being received. In order to better investigate this issue, we would kindly like to ask you for the following information: 1. Please send us the date you were contacted by the Customer Service team regarding the prize. 2. Send us your HUAWEI ID (your HUAWEI ID can be found by going to: phone Settings > Account center. Your HUAWEI ID will be at the top of the screen, right below your profile picture). 3. Send us your account country. 4. Outline the prize you won. 5. State the name of the campaign you participated in. 6. Provide a screenshot of the winning notification (after you won the prize), if possible. 7. A screenshot of the campaign you attended. If we do not hear from you within 48 hours, we will close this ticket. Once the ticket is closed, we will need to file a new ticket to receive further assistance which may cause delays in resolving the issue. Thank you for your understanding. If you have any further questions, please feel free to reply to this email thread and we will be happy to walk you through your doubts. Sincerely, Alexandru *****(PERSON) Customer Support team *****(PERSON) SE is a company incorporated under the laws of Ireland with its headquarters in Dublin, Ireland. *****(PERSON) SE is the provider of Huawei Mobile Services to Huawei and Honor device owners in *****(LOC), Canada, Australia, New Zealand and other countries. From : xxxxx@xxxx.com Sent : Monday 29 August *****(PHONE) 20:16 To : xxxxx@xxxx.com Subject : RE : *****(PERSON) Support issue submit Dear *****(PERSON), Thank you for contacting *****(PERSON). We hope you’re doing well. This email is regarding your concern about you physical price not receive. In order to better investigate this issue, we would kindly like to ask you for the following information: 1. Please send us the date you were contacted by the Customer Service team regarding the prize. 2. Send us your HUAWEI ID (your HUAWEI ID can be found by going to: phone Settings > Account center. Your HUAWEI ID will be at the top of the screen, right below your profile picture). 3. Send us your account country. 4. Outline the prize you won. 5. State the name of the campaign you participated in. 6. Provide a screenshot of the winning notification (after you won the prize), if possible. 7. A screenshot of the campaign you attended. If you have any further questions, please feel free to reply to this email thread and we will be happy to walk you through your doubts. Sincerely, Ramón *****(PERSON) Customer Support team *****(PERSON) SE is a company incorporated under the laws of Ireland with its headquarters in Dublin, Ireland. *****(PERSON) SE is the provider of Huawei Mobile Services to Huawei and Honor device owners in *****(LOC), Canada, Australia, New Zealand and other countries. From : xxxxx@xxxx.com Sent : Monday 29 August *****(PHONE) 19:20 To : xxxxx@xxxx.com Subject : *****(PERSON) Support issue submit Product: AppGallery & Games Requests: Report a scam or fraud Contact Full Name: *****(PERSON) Chima Phone Number: *****(PHONE) Contact Email Address: xxxxx@xxxx.com Huawei Id Account: D*****(PHONE) Summary of the issue: I have won this prize in the app Gallery the Huawei matepad Pro but still haven't received, I have been making reports but my Huawei matepad Pro still hasn't been shipped. Please do something about it Home | News | Events | Products | Partners | Support Copyright *****(PERSON) SE",AppGallery / Delivery of the item request:  In- App Purchase not received,AppGallery ,Problem/Fault,Coupon/Gifts/Points Issues,Cooperated campaign issue,
22591,64454,44805.69583,support.pt@aspiegel.com,RE: [AppGallery]Problems and suggestions,"Dear Customer, I would like to follow up on the case you raised on August 29th *****(PHONE). You have reported that AppGallery is broken. For further investigation, could you please provide us with the following information? 1. Model: Go to Settings>About phone>model 2. Problem details: Description of the query/issue/complaint 3. When the problem occurred: date and time 4. Problem probability: How many times the problem occurred? 5. HUAWEI ID: Email address or phone number used to register HUAWEI ID 6. HUAWEI ID registration country/region: Go to Settings > HUAWEI ID > Settings > Country 7. User location (country/region): Your location 8. Screenshot/video of the issue 9. Build number: Go to Settings > About phone > Build number 10. HMS (Huawei Mobile Services) version: Go to Settings > Apps > Applications 11. SN (Phone serial number): Go to Settings > About phone > Status > Serial number If we do not hear back from you within 48 hours, we will close this ticket. Once the ticket is closed, we will need to submit a new ticket for further support which may cause delays in resolving the issue. Thank you for your understanding. If you have any other questions, please feel free to reply to this email thread and we will be happy to assist you in resolving your concerns. Best regards, *****(PER). Aspiegel Customer Support team Aspiegel SE is a company incorporated under the laws of *****(LOC), with headquarters in *****(LOC), *****(LOC). Aspiegel SE is the provider of Huawei Mobile Services to Huawei and Honor device owners in *****(LOC), *****(LOC), *****(LOC), *****(LOC) and other countries. From : xxxxx@xxxx.com Sent : Monday, 29 August *****(PHONE) 01:19 To : xxxxx@xxxx.com Subject : [AppGallery]Issues & Suggestions Description The application is broken, greetings Contact information *****(PHONE)",AppGallery / Suggestions &amp; Feedback,AppGallery ,Problem/Fault,AppGallery-Use,UI Abnormal in Huawei AppGallery,
22567,64199,44805.37708,support.pt@aspiegel.com,RE: [AppGallery]Problems and suggestions,"Dear customer, I would like to follow up on the case you raised on the date 28/08/*****(PHONE) . You have reported an issue in AppGallery. To proceed with the investigation, would you please provide us with the following information? 1. A description of the issue 2. A screenshot or record video of error 3. When issue happened 4. Your Huawei Id: App Gallery>HMS core>Open then take a screenshot 5. Your phone model 6. SN number of your device 7. App Gallery Version: Huawei App Gallery>Me> About 8. HMS Core Version: Huawei App Gallery>HMS core>Open> Settings> About 9. Related app 10. Related app version 11. The Log of App Gallery If we do not hear from you within 48 hours, we will close this ticket. Once the ticket is closed, we will need to file a new ticket to receive further assistance which may cause delays in resolving the issue. Thank you for your understanding. Sincerely, Stela Aspiegel Customer Support team A Aspiegel SE é uma empresa constituída segundo as leis da Irlanda, com sede em Dublin, Irlanda. Aspiegel SE é o provedor de Huawei Mobile Services para Huawei e Honor proprietários de dispositivos na Europa, Canadá, Austrália, Nova Zelândia e outros países. From : xxxxx@xxxx.com Sent : Sunday 28 August *****(PHONE) 18:19 To : xxxxx@xxxx.com Subject : [AppGallery]Probleme și sugestii Descriere Actualizare informații despre căutări Facebook Informații contact *****(PHONE) Trimis de pe telefonul meu Huawei",AppGallery / Suggestions &amp; Feedback,AppGallery ,Others,,,
22555,64198,44805.375,support.pt@aspiegel.com,RE : [AppGallery]Problems and suggestions,"Dear customer, I would like to follow up on the case you raised on the date 28/08/*****(PHONE) . You have reported an issue in AppGallery. To proceed with the investigation, would you please provide us with the following information? 1. A description of the issue 2. A screenshot or record video of error 3. When issue happened 4. Your Huawei Id: App Gallery>HMS core>Open then take a screenshot 5. Your phone model 6. SN number of your device 7. App Gallery Version: Huawei App Gallery>Me> About 8. HMS Core Version: Huawei App Gallery>HMS core>Open> Settings> About 9. Related app 10. Related app version 11. The Log of App Gallery If we do not hear from you within 48 hours, we will close this ticket. Once the ticket is closed, we will need to file a new ticket to receive further assistance which may cause delays in resolving the issue. Thank you for your understanding. Sincerely, Stela Aspiegel Customer Support team A Aspiegel SE é uma empresa constituída segundo as leis da Irlanda, com sede em Dublin, Irlanda. Aspiegel SE é o provedor de Huawei Mobile Services para Huawei e Honor proprietários de dispositivos na Europa, Canadá, Austrália, Nova Zelândia e outros países. From : xxxxx@xxxx.com Sent : Sunday 28 August *****(PHONE) 15:49 To : xxxxx@xxxx.com Subject : [AppGallery]Problems and suggestions Description Old version Contact information *****(PHONE) Sent from my phone",AppGallery / Suggestions &amp; Feedback,AppGallery ,Others,,,
22481,64456,44805.69444,support.de@aspiegel.com,Collecting more information,"Dear customer, I would like to follow up on the case you raised on 08/29/*****(PHONE). You stated that you purchased a GT2 but with an incorrect display. In order to proceed with the investigation, would you please provide us with the following information? Your Huawei ID A screenshot or image of the watch invoice showing the purchase date A picture of the watch defect (Please highlight the defect on the screenshot). If we do not hear from you within 48 hours, we will close this ticket. Once the ticket is closed, we will need to submit a new ticket for further assistance, which may result in delays in resolving the issue. Thank you for your understanding. Please do not hesitate to contact us if we can be of further assistance. Kind regards, *****(PER) Customer Service *****(PER) SE is a company incorporated under the laws of Ireland with its registered office at *****(LOC), *****(LOC). *****(PER) SE is the provider of Huawei Mobile Services for Huawei and Honor device owners in *****(LOC), *****(LOC), *****(LOC), *****(LOC) and other countries. From : xxxxx@xxxx.com Sent : Monday 29 August *****(PHONE) 17:53 To : xxxxx@xxxx.com Subject : Re: Collecting more information It's a gt 2pro. The problem has been present since I bought this watch face on Saturday. I have bought many before, but this one is displaying incorrectly. Please send me the money back. I have bought many before and have always been happy. Regards < xxxxx@xxxx.com> wrote on Mon, Aug 29 *****(PHONE), 17:43: Dear Customer, Thank you for contacting *****(PER). We hope you are well. To understand your problem, please help us collect more information: 1. Watch model 2. Please mark the error on the screenshot 3. When did the problem occur? 4. What is the reason for the problem? 5. Is there a problem with the watch or with the watch face 6. Huawei ID is linked to the watch (Your Huawei ID) Thank you for your cooperation. Best regards, Valentin *****(PER) Customer Service *****(PER) SE is a company incorporated under the laws of Ireland with its registered office in *****(LOC), *****(LOC). *****(PER) SE is the provider of Huawei Mobile Services to Huawei and Honor device owners in *****(LOC), *****(LOC), *****(LOC), *****(LOC) and other countries. From : xxxxx@xxxx.com Sent : Saturday 27 August *****(PHONE) 16:46 To : xxxxx@xxxx.com Subject : I request you to check again as the error is on your side. *****(PHONE)",AppGallery / Other Requests,AppGallery ,Others,,,
22311,64297,44805.50208,support.eu@aspiegel.com,RE : [AppGallery]Problems and suggestions,"Dear *****(PERSON), Thank you for your patience and cooperation. Please follow the steps below: If the system keeps displaying a message indicating that the app is being installed, delete the downloaded app package or terminate the download task and try to install the app again. To delete the app package, open HUAWEI AppGallery, go to Me > Installation packages, and delete the package in question. To terminate the download task, open HUAWEI AppGallery, go to Me > Installation manager, and touch the download progress bar on the right of the app in question. Clear the cache of HUAWEI AppGallery and try to install the app from HUAWEI AppGallery again. (Refer to Step 4 in What should I do if I can't download an app in HUAWEI AppGallery? ) Check whether PrivateSpace has been enabled (by going to Settings > Privacy > PrivateSpace) or whether a sub user has been created (by going to Settings > Users & accounts). If so, disable it and try to install the app in question again. Restart your device, connect it to another network, and try to download and install the app again. The cause of '103 No certificate found' is the app may not be compatible with the device system. The suggestion in the FAQ is 'When you search for the app, check whether there is a tag indicating whether the app is compatible with your device. Download the app after confirming that it is compatible. Also, you can check and update your HMS Core by going to settings> HMS Core> Check for updates. We apologise for any inconvenience this process may cause. Should you have any further questions, please do not hesitate to contact us by replying to this e-mail. Sincerely, Madalin *****(PERSON) Customer Support team *****(PERSON) SE is a company incorporated under the laws of Ireland with its headquarters in Dublin, Ireland. *****(PERSON) SE is the provider of Huawei Mobile Services to Huawei and Honor device owners in *****(LOC), Canada, Australia, New Zealand and other countries. From : xxxxx@xxxx.com Sent : Wednesday 31 August *****(PHONE) 19:04 To : xxxxx@xxxx.com Subject : Re: RE : [AppGallery]Problems and suggestions *****(PERSON) Thanks for getting in touch. The app I am having problems with is: Boom music player, *****(PERSON) and equaliser. Phone model : Huawei p50 pro EMUI Version 12.0.1 Not sure about HMS/GMS Huawei ID xxxxx@xxxx.com Get BlueMail for Android On 26 Aug *****(PHONE), at 11:37, xxxxx@xxxx.com target=_blank> xxxxx@xxxx.com wrote: Dear customer, Thank you for contacting *****(PERSON). We hope you’re doing well. In order for us to give you the best solution, could you please clarify your request: • the game that you have issues with • Phone model • EMUI Version • HMS/GMS version • Huawei ID • Screenshot with error If you have any further questions, please feel free to reply to this email thread and we will be happy to walk you through your doubts. Sincerely, Luisa *****(PERSON) Customer Support team *****(PERSON) SE is a company incorporated under the laws of Ireland with its headquarters in Dublin, Ireland. *****(PERSON) SE is the provider of Huawei Mobile Services to Huawei and Honor device owners in *****(LOC), Canada, Australia, New Zealand and other countries. From : xxxxx@xxxx.com Sent : Friday 26 August *****(PHONE) 04:42 To : xxxxx@xxxx.com Subject : [AppGallery]Problems and suggestions Description Boom won't install, no certificate found Error code 103 Contact information xxxxx@xxxx.com Get BlueMail for Android *****(PHONE)",AppGallery / Other Requests,AppGallery ,Problem/Fault,AppGallery-Install/Upgrade,Can't install Apps,
23119,64738,,support.pt@aspiegel.com,Re.: Aspiegel Support issue submit,"8/8/*****(PHONE) xxxxx@xxxx.com Summer adventure at sea It was on 2 accounts This is the second account *****(PHONE) See the times Sent from my cell phone -------- Original message -------- From: xxxxx@xxxx.com Date: Friday, September 2, *****(PHONE), 12:18 PM To: xxxxx@xxxx.com Subject: RE : Aspiegel Support issue submit Dear Micaela, Thank you for contacting Aspiegel. We hope you are doing well. This email concerns your concern about your 2 Huawei Bands 6 won during a campaign. In order to further investigate this matter, we would like to ask you for the following information: 1. Please provide us with the date you were contacted by the Customer Support team regarding the prize 2. Please provide us with your HUAWEI ID and account country 3. Please outline the prize you won 4. Please state the name of the campaign you participated in 5. Please provide a screenshot of the winner notification (after you won the prize) if possible 6. A screenshot of the campaign you participated in For further questions, please feel free to reply to this email thread and we will be happy to assist you with your concerns. Kind regards, Madalin Aspiegel Customer Support team Aspiegel SE is a company incorporated under the laws of Ireland, with its registered office in Dublin, Ireland. Aspiegel SE is the provider of Huawei Mobile Services to Huawei and Honor device owners in Europe, Canada, Australia, New Zealand and other countries. From : xxxxx@xxxx.com Sent : Friday 02 September *****(PHONE) 13:03 To : xxxxx@xxxx.com Subject : Aspiegel Support issue submit Product: AppGallery & Games Requests: Using AppGallery (i.e. manage service country) Contact Full Name: Micaela Phone Number: *****(PHONE) Contact Email Address: xxxxx@xxxx.com Huawei Id Account: xxxxx@xxxx.com Summary of the issue: I won 2 huawei bands 6 in the summer game download and win how will I receive them???? Home | News | Events | Products | Partners | Support Copyright Aspiegel SE *****(PHONE)",Campaign_Outbound_Request,AppGallery ,Problem/Fault,Coupon/Gifts/Points Issues,Cooperated campaign issue,
23107,64709,,support.eu@aspiegel.com,Aspiegel Support issue submit,Product: AppGallery & Games Requests: Using AppGallery (i.e. manage service country) Contact Full Name: Micaela Phone Number: *****(PHONE) Contact Email Address: xxxxx@xxxx.com Huawei Id Account: xxxxx@xxxx.com Summary of the issue: Ganhei 2 huawei bands 6 no jogo de verão descarrega e ganha como as vou receber???? Home | News | Events | Products | Partners | Support Copyright Aspiegel SE,Campaign_Outbound_Request,AppGallery ,Problem/Fault,Coupon/Gifts/Points Issues,Cooperated campaign issue,
24525,69022,,support.eu@Company.com,Payment of 40 euros,"TO WHOM IT MAY CONCERN, I AM SO CONFUSED WITH A PAYMENT YOU CASHED OUT OF MY PAYPAL ACCOUNT, I WANT TO CANCLE ANY SUBMISSIONS THAT I HAD WITH YOU WHICH I DON'T REMEMBER ANY, PLEASE REFUND ME ASAP!!!!!",Purchasing / Cancel /terminate subscription,Purchasing,Suggestion,Payment,Subscription cancellation,
24525,69022,,support.eu@Company.com,Payment of 40 euros,"TO WHOM IT MAY CONCERN, I AM SO CONFUSED WITH A PAYMENT YOU CASHED OUT OF MY PAYPAL ACCOUNT, I WANT TO CANCLE ANY SUBMISSIONS THAT I HAD WITH YOU WHICH I DON'T REMEMBER ANY, PLEASE REFUND ME ASAP!!!!!",Purchasing / Cancel /terminate subscription,Purchasing,Suggestion,Refund,Within 14 days of purchase (not product issue),
24496,68891,,support.eu@Company.com,Cancellation of subscription,Hello Would you be able to cancel the subscription because I no longer have the cell phone. Thank you Sincerely Sent from my iPhoneI have been looking for a phone to call me for a while and I have been trying to find a way to get it. Thank you. Sent from my iPhone,Purchasing / Cancel /terminate subscription,Purchasing,Suggestion,Other,,
24496,69316,,support.eu@Company.com,Undelivered Mail Returned to Sender,"This is the mail system at host frasgout13.his.Company.com. I'm sorry to have to inform you that your message could not be delivered to one or more recipients. It's attached below. For further assistance, please send mail to postmaster. If you do so, please include this problem report. You can delete your own text from the attached returned message. The mail system : host alt1.gmail-smtp-in.l.google.com[142.251.9.27] said: 452-4.2.2 The email account that you tried to reach is over quota. Please direct 452-4.2.2 the recipient to 452 4.2.2 https://support.google.com/mail/?p=OverQuotaTemp v17-*****(PHONE)a*****(PHONE)b*****(PHONE)ef3df09a3si*****(PHONE)edx.371 - gsmtp (in reply to RCPT TO command)",Purchasing / Cancel /terminate subscription,Purchasing,Others,,,
24470,68803,,support.eu@Company.com,Company Action,"Despite collecting the keys, it does not count them. It was the same with the previous 10 keys... Only I did not record them. The next 40 that I wanted to collect were also the same. I will add that I did it according to the regulations. Every 24 hours I made 5 commands... besides, it was not possible in a shorter time because it did not count... only 5 clicks every 24 hours. And there was also a difference of over a day between each collection attempt. I am not the only one with this problem and contacting the Company did not help. So how can we collect money for a tablet or headphones when the promotion lasts until September 14 and we have a little over 200 points? I will add that every change of the application was made, so it was not possible to collect more points... Do you intend to change the applications more often now or how will it be solved?",Purchasing / Suggestions &amp; Feedback,Purchasing,Others,,,
23416,65532,,support.eu@Company.com,Cancellation,I kindly ask that the subscription be blocked. Thank you,Purchasing / Cancel /terminate subscription,Purchasing,Suggestion,Payment,Subscription cancellation,
23389,65457,,support.eu@Company.com,,Please unsubscribe,Purchasing / Cancel /terminate subscription,Purchasing,Suggestion,Payment,Subscription cancellation,
23269,65153,,support.eu@Company.com,Revoke expense,I don't want this expense anymore. Sent from my phone,Purchasing / Cancel /terminate subscription,Purchasing,Suggestion,Payment,Subscription cancellation,
23219,65004,,support.eu@Company.com,,"Hi, Why did I receive an email with a payment in your favor when I actually did nothing? Thanks",Purchasing / Unauthorised charges- bank account,Purchasing,Suggestion,Payment,Query deduction details,
23040,64501,44805.78125,support.eu@Company.com,Company Support issue submit,Product: Cloud Requests: Upgrade Cloud storage Contact Full Name: Pavol Heteš Phone Number: *****(PHONE) Contact Email Address: xxxxx@xxxx.com Company Id Account: *****(PHONE) Summary of the issue: Hello. I'm paying for something I don't use Cancel the account and the fee for it. Thank you Home | News | Events | Products | Partners | Support Copyright Company SE,Purchasing / Cancel /terminate subscription,Purchasing,Suggestion,Payment,Subscription cancellation,
23040,64514,44805.79583,support.eu@Company.com,RE : Company Support issue submit,"Dear *****(PERSON), Thank you for contacting *****(PERSON). We hope you’re doing well. This email is regarding your concern about the unknown charge on your account. I'll be more than happy to assist you with your inquiry. In this email, I will provide you with the necessary steps. If you run into any issues while following the steps, please keep reading as you will also find below the information we require from you to be able to investigate. If you don’t provide us the necessary information, we may not be able to help you further. The charges you received are likely to be related to a Company service or subscription you have signed up for. If you would like to cancel your subscription, please follow the guideline below: At the moment we do not have the necessary permission to cancel subscriptions on behalf of our users, but I will gladly walk you through the process on how to cancel it. · If you still have a Company phone, you can access cancel all your subscriptions by following these steps: Settings > Account center > Payments & purchases > Subscriptions. Choose the subscription you want to cancel and tap Cancel Subscription. Once the subscription has been canceled, your account will not be charged from the next month onwards. · If you don’t have a Company phone anymore, you can manage all your subscriptions on our online portal following these steps: Go to https://id7.cloud.Company.com/CAS/portal/login.html > Log in > Account Center > Payment and purchases > Subscriptions/Password-free payments and click Remove. If you will access our online portal through your phone's browser, please enable first the desktop site, so you will be able to see the ""Payment and Purchases"" window. If, for any reason, you need further assistance with your inquiry, please send us the following information: 1. You Company ID (Phone number include country code/ Email address): 2. Your request: eg. Cancel Company Cloud subscription/ Cancel Company Music subscriptions/ Cancel Company video subscriptions 3. Proof of transactions: a) If the payment was made with your Bank card Copy of your bank statement showing the charges from *****(PERSON) SE and the last 4 digits of your bank card. b) If the payment was made with your PayPal a. A screenshot of payment with transaction invoice number available c) If the payment was made with your Phone The phone number get charged A screenshot of phone bill showing the charges from *****(PERSON) SE We hope this information is useful and it solves your issue. For further questions, please feel free to reply to this email thread and we will be happy to walk you through your doubts. Sincerely, Madalin *****(PERSON) Customer Support team *****(PERSON) SE is a company incorporated under the laws of Ireland with its headquarters in Dublin, Ireland. *****(PERSON) SE is the provider of Company Mobile Services to Company and Honor device owners in *****(LOC), Canada, Australia, New Zealand and other countries. From : xxxxx@xxxx.com Sent : Thursday 01 September *****(PHONE) 19:45 To : xxxxx@xxxx.com Subject : *****(PERSON) Support issue submit Product: Cloud Requests: Upgrade Cloud storage Contact Full Name: *****(PERSON) Heteš Phone Number: *****(PHONE) Contact Email Address: xxxxx@xxxx.com Company Id Account: *****(PHONE) Summary of the issue: *****(PERSON). Platím za niečo, čo nevyužívam Zrušiť účet a poplatok zaň. Ďakujem Home | News | Events | Products | Partners | Support Copyright *****(PERSON) SE",Purchasing / Cancel /terminate subscription,Purchasing,Suggestion,Payment,Query deduction details,
23039,64496,44805.77222,support.eu@Company.com,Cancel,As I do not use this service and no longer an owner of a Company phone I would like to cancel my membership Sent from Samsung Mobile on O2 Get Outlook for Android,Purchasing / Cancel /terminate subscription,Purchasing,Suggestion,Payment,Subscription cancellation,
23039,64500,44805.77778,support.eu@Company.com,RE : Cancel,"Dear user, Thank you for contacting us. This email is regarding your concern about the unknown charges. I'll be more than happy to assist you with your inquiry, and I will do my absolute best to help. The charges you received are likely to be related to a Company service or subscription you have signed up for. Judging by the price, this is likely a Company Cloud Subscription. If you would like to cancel your subscription, please follow the guideline below: From your computer, access the official website: login to https://id7.cloud.Company.com/CAS/portal/login.html and go to Payment and purchases > Subscriptions/Password-free payments and touch Remove. Please be aware that if you access the online portal with your Phone, you should first activate the desktop version of the browser. If the subscription disappears from your account, it indicates that it has been canceled successfully. Once canceled, no deduction will be made from your account from the following month onward. If you need further assistance, please provide us the following information, to investigate your account and provide more information around the subscription: 1. Your Company ID (Phone number include country code/ Email address): 2. Your request: e.g., Cancel Company Cloud subscription/ Cancel Company Music subscription/ Cancel Company video subscription 3. Proof of transactions: a) If the payment was made with your Bank card: Copy of your bank statement showing the charges from Company SE and the last 4 digits of your bank card. b) If the payment was made with your PayPal: A screenshot of payment with transaction invoice number available c) If the payment was made with your Phone: The phone number get charged A screenshot of phone bill showing the charges from Company SE If you have any further questions, please feel free to reply to this email thread and we will be happy to walk you through your doubts. We would greatly appreciate your feedback regarding our email exchange, as we need your input to keep improving our service. Therefore, we invite you to fill in the survey that will soon arrive on the email address you used to contact us. Sincerely, Madalin Company Customer Support team Company SE is a company incorporated under the laws of Ireland with its headquarters in Dublin, Ireland. Company SE is the provider of Company Mobile Services to Company and Honor device owners in *****(LOC), Canada, Australia, New Zealand and other countries. From : xxxxx@xxxx.com Sent : Thursday 01 September *****(PHONE) 19:32 To : xxxxx@xxxx.com Subject : Cancel As I do not use this service and no longer an owner of a Company phone I would like to cance l my membership Sent from Samsung Mobile on O2 Get Outlook for Android",Purchasing / Cancel /terminate subscription,Purchasing,Suggestion,Payment,Query deduction details,
23037,64492,44805.75556,support.eu@Company.com,Company ID Abonnement,"Good evening, I have a problem. I have a Company ID account: xxxxx@xxxx.com. I would like to cancel this account and the subscription. Today, 9.50 euros were withdrawn from my bank account. Unfortunately, I cannot find this subscription in my Company ID account. Perhaps you can help me cancel the direct debit so that I can delete my Company account. Please let me know. Kind regards, *****(PER) xxxxx@xxxx.com",Purchasing / Cancel /terminate subscription,Purchasing,Suggestion,Payment,Subscription cancellation,
23037,64497,44805.77361,support.eu@Company.com,RE : Company ID Abonnement,"Dear Customer, Thank you for contacting *****(PER). We hope you are well. This email is about your request to delete your Company ID and cancel your subscription. Don't worry, I understand your request very well and I will do my best to provide you with the best solution possible. Unfortunately, due to privacy regulations, we are not allowed to delete accounts and subscriptions on behalf of our customers. However, you can unsubscribe at any time by following these steps: From your Company phone: Settings > Account Center > Payment & Purchases > Subscriptions and tap the service you want to cancel your subscription to. Access the official website from your computer: Log in to https://id7.cloud.Company.com/CAS/portal/login.html and go to Account & Security > Payment & Purchases > Subscriptions/Passwordless Payments and tap Remove. Please note that if you access the website from your mobile, you must activate the desktop version to see the Payments and Purchases tab. If the subscription disappears from your account, it means it has been successfully canceled. After cancellation, nothing will be debited from your account from the next month. If you need further assistance, please provide us with the following information so that we can verify your account and provide more information about the subscription: 1. Your Company ID (phone number with country code/email address): 2. Your request: e.g. Cancel Company Cloud subscription/ Cancel Company Music subscription/ Cancel Company Video subscription 3. Proof of transactions: a) If the payment was made with your bank card: - Copy of your bank statement showing the debits from *****(PER) SE and the last 4 digits of your bank card. b) If the payment was made with your PayPal: - A screenshot of the payment with the transaction invoice number is available c) If the payment was made with your phone: - The phone number that was charged - A screenshot of the phone bill showing the charges from *****(PER) SE If you no longer need your Company ID, you can delete it. After you delete your Company ID, your personal information will be purged on the server and cannot be restored. Your personal information in the server's backup and log files will be automatically purged within six months. To delete an account, go to Settings > Sign in with Company ID > Privacy Center > Delete Account. If the account has a sub-account, please use the sub-account to log in first and delete the sub-account. Then delete the main account. If ""Delete Account"" does not appear, go to the Google Play Store to update Company Mobile Services, the official Company app for Company ID. Users can also delete the account through the web portal. First, log in at the URL below and click Settings in the top right corner. Scroll down the page until you see ""Delete Account"". Click to enter the password and delete the account. https://hwid7.vmall.com/CAS/portal/loginAuth.html?validated=true&themeName=red&service=https%3A%2F%2Fhwid7.vmall.com%2FCAS%2Fportal%2FuserCenter%2Findex.html&loginChannel=*****(PHONE)&reqClientType=39&lang=en-us&countryCode=de We would really appreciate your feedback on our email exchanges as we need your input to continue improving our service. We therefore invite you to complete the survey you will receive shortly via the email address you used to contact us. If you have any further questions, please feel free to reply to this email thread and we willhappy to help. Kind regards, Andrea *****(PER) Customer Support team *****(PER) SE is a company incorporated under the laws of *****(LOC) with its headquarters in *****(LOC), *****(LOC). *****(PER) SE is the provider of Company Mobile Services to Company and Honor device owners in Europe, Canada, *****(LOC), New Zealand and other countries. From : xxxxx@xxxx.com Sent : Thursday 01 September *****(PHONE) 19:08 To : xxxxx@xxxx.com Subject : Company ID subscription Good evening, I have a problem. I have a Company ID account: xxxxx@xxxx.com. I would like to cancel this account and the subscription. Today 9.50 euros was deducted from my bank account. Unfortunately I cannot find this subscription in my Company ID account. Perhaps you can help me cancel the direct debit so that I can delete my Company account. Please let me know. Kind regards *****(PER) xxxxx@xxxx.com",Purchasing / Cancel /terminate subscription,Purchasing,Suggestion,Payment,Subscription cancellation,
23035,64488,44805.75278,support.eu@Company.com,Company Support issue submit,Product: AppGallery & Games Requests: Refund request : app/item purchased not working as expected Contact Full Name: Manuela Ferracin Contact Email Address: xxxxx@xxxx.com Summary of the issue: I'm trying to make a purchase on a playrix app with poste pay that doesn't appear to be blocked or expired. I've made other purchases on this app but this time it just won't let me do anything Home | News | Events | Products | Partners | Support Copyright Company SE,Purchasing / Unable to make Purchasings,Purchasing,Problem/Fault,Payment issue,Payment failed,
23035,64490,44805.75833,support.eu@Company.com,RE : Company Support issue submit,"Dear *****(PERSON), Thank you for reaching us. This email is in regards to your problem regarding making an Purchasing. Please follow these steps: Go to phone Settings > Account centre > Payment and purchases > Purchase history and check if this payment is listed in the purchase history or not. Then please send us the following information so that we can proceed with an investigation: · Whether the payment is listed or not in the purchase history · Send us your Company ID (your Company ID can be found by going to: phone Settings > Account centre. Your Company ID will be at the top of the screen, right below your profile picture). · The date(s) you tried to make the purchase · The error message that pops up · A screenshot or a screen recording of the payment issue (if possible) · Details of the items you attempted to purchase · Your device model (to check this, go to phone Settings > About phone > Model) · Your Company ID version (to check this, go to phone Settings > Account centre > Settings > About) · Order number To learn more about Company Purchasings, please refer to this link: https://Company.com/en/SupportHome/Companyappgallery/appgallery003.html For further questions, please feel free to reply to this email thread and we will be happy to walk you through your doubts. Sincerely, Madalin Company Customer Support team Company SE is a company incorporated under the laws of Ireland with its headquarters in Dublin, Ireland. Company SE is the provider of Company Mobile Services to Company and Honor device owners in *****(LOC), Canada, Australia, New Zealand and other countries. From : xxxxx@xxxx.com Sent : Thursday 01 September *****(PHONE) 19:04 To : xxxxx@xxxx.com Subject : Company Support issue submit Product: AppGallery & Games Requests: Refund request : app/item purchased not working as expected Contact Full Name: *****(PERSON) Ferracin Contact Email Address: xxxxx@xxxx.com Summary of the issue: Sto provando ad effettuare un acquisto su un app playrix con poste pay che non risulta essere ne bloccata ne scaduta. Ho fatto altri acquisti su questa app ma stavolta proprio non mi fa fare niente Home | News | Events | Products | Partners | Support Copyright Company SE",Purchasing / Unable to make Purchasings,Purchasing,Suggestion,Invoice,Invoice related request,
